Date,open,high,low,close,volume,regime_primary,regime_volatility,regime_strength,regime_confidence,returns_1d,returns_30d,volatility,rsi,adx,price_vs_sma_50,ma_alignment
2017-01-18 00:00:00+00:00,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,225676992,SIDEWAYS,HIGH,WEAK,0.7160622051977891,-0.02348178796282996,,,26.37013503634519,,,0
2017-01-19 00:00:00+00:00,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,105625000,SIDEWAYS,HIGH,WEAK,0.6430298211381184,0.0140477831009016,,,36.963785780214366,,,0
2017-01-20 00:00:00+00:00,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,86728400,SIDEWAYS,HIGH,WEAK,0.6039985203996839,-0.004501299759979593,,,48.91711047435268,,,0
2017-01-21 00:00:00+00:00,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,111158000,SIDEWAYS,HIGH,WEAK,0.5528811304830102,0.029901925149750097,,1.1759301743470922,51.87733610472414,,,0
2017-01-22 00:00:00+00:00,922.2050170898438,937.5250244140625,897.5640258789062,924.6729736328125,116573000,SIDEWAYS,HIGH,WEAK,0.5522924937244613,0.0031286684516584895,,1.1706324435201518,51.914257549922375,,,0
2017-01-23 00:00:00+00:00,925.4990234375,928.2659912109375,916.7379760742188,921.0120239257812,73588600,SIDEWAYS,HIGH,WEAK,0.5517038438906159,-0.0039591832046829145,,1.165334595015543,52.61845570640657,,,0
2017-01-24 00:00:00+00:00,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,111349000,SIDEWAYS,HIGH,WEAK,0.6508269044943452,-0.030754226298042142,,1.0574421404491072,47.97788981492138,,,1
2017-01-25 00:00:00+00:00,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,120831000,SIDEWAYS,HIGH,WEAK,0.6371259317478472,0.00991946824867651,,0.9341333857306244,74.7931977822108,,,1
2017-01-26 00:00:00+00:00,902.39501953125,919.3259887695312,902.2239990234375,917.5859985351562,131958000,SIDEWAYS,HIGH,WEAK,0.6232269676392114,0.01779618308042097,,0.8090427087529022,73.62763493299875,,,1
2017-01-27 00:00:00+00:00,918.3590087890625,923.2230224609375,915.8460083007812,919.75,125594000,SIDEWAYS,HIGH,STRONG,0.7565217766228002,0.0023583636501629535,,0.8086959896052017,71.60629321864545,45.42457555389209,,1
2017-01-28 00:00:00+00:00,919.8109741210938,923.9110107421875,919.8109741210938,921.5900268554688,68979600,SIDEWAYS,HIGH,STRONG,0.756519565535296,0.002000572824646607,,0.808676089817664,73.67728991814973,41.29030767647847,,1
2017-01-29 00:00:00+00:00,922.0670166015625,923.4180297851562,919.1480102539062,919.4959716796875,60851700,SIDEWAYS,HIGH,STRONG,0.7326117996853242,-0.002272219875171899,,0.8074656917132753,72.5534598567791,37.14720673939523,,1
2017-01-30 00:00:00+00:00,920.1510009765625,923.0479736328125,919.4739990234375,920.3820190429688,78227296,SIDEWAYS,HIGH,STRONG,0.587224498968936,0.0009636228875071762,,0.807311263446898,71.38421563229548,33.03612303031368,,1
2017-01-31 00:00:00+00:00,920.958984375,972.0189819335938,920.958984375,970.4030151367188,164582000,SIDEWAYS,MEDIUM,STRONG,0.5791504136202129,0.05434808053482265,-0.027968844543506344,0.5151807199358903,67.2213683374128,30.432065855900174,,1
2017-02-01 00:00:00+00:00,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,150110000,SIDEWAYS,MEDIUM,STRONG,0.5342161916403368,0.019187899075688852,-0.03203033006713363,0.5058126316220847,78.65934441350802,26.380165184554546,,1
2017-02-02 00:00:00+00:00,990.0009765625,1013.52001953125,983.2210083007812,1011.7999877929688,145820992,BULL,MEDIUM,WEAK,0.5152907676553401,0.02302977514468041,-0.030694339244009328,0.5054424964704561,79.82495038376882,21.98560343051857,,1
2017-02-03 00:00:00+00:00,1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,201278000,BULL,MEDIUM,CHOPPY,0.4232986482496099,0.01789884028979083,-0.10809448823559009,0.5000815507615876,83.2154578416761,17.62666333706697,,1
2017-02-04 00:00:00+00:00,1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,155064000,BULL,MEDIUM,CHOPPY,0.46966837536113454,0.012612742670015331,0.029130256556289202,0.4988718821900079,81.9940683975612,14.772421001860659,,1
2017-02-05 00:00:00+00:00,1043.52001953125,1043.6300048828125,1022.3699951171875,1027.3399658203125,114208000,BULL,MEDIUM,CHOPPY,0.6585493157796062,-0.014919990631405144,0.13870410098026187,0.5122619910581351,75.41927317721573,13.239382074713342,,1
2017-02-06 00:00:00+00:00,1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,111762000,BULL,MEDIUM,CHOPPY,0.6923834896794515,0.010522377161797936,0.14260085661560185,0.3609080398229557,78.01054517251717,11.249686692373809,,1
2017-02-07 00:00:00+00:00,1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,146007008,BULL,MEDIUM,CHOPPY,0.732513708281393,0.022347397414905545,0.16478398808661,0.3392699602224524,91.34480038684998,8.650226748037563,,1
2017-02-08 00:00:00+00:00,1062.3199462890625,1078.969970703125,1037.489990234375,1063.0699462890625,201855008,BULL,MEDIUM,CHOPPY,0.7410383609112882,0.0016205500001782447,0.1774888936091792,0.3399995780062793,91.03106267232751,8.534923901342152,,1
2017-02-09 00:00:00+00:00,1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,407220000,BULL,MEDIUM,CHOPPY,0.7529462742512165,-0.06461188271135343,0.09552273210353324,0.46012036649761795,65.39146747642671,9.789811100758739,,1
2017-02-10 00:00:00+00:00,995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,190452000,BULL,MEDIUM,CHOPPY,0.7413572870730079,-0.005741232905460025,0.27118622786205604,0.44894948966079434,63.62004821076688,11.167470525040999,,1
2017-02-11 00:00:00+00:00,988.8980102539062,1009.2899780273438,982.8300170898438,1004.4500122070312,102261000,BULL,MEDIUM,CHOPPY,0.7212413592399285,0.015956726683781453,0.24802137050294237,0.4519301802846466,65.51917133415367,12.587142859485933,,1
2017-02-12 00:00:00+00:00,1003.52001953125,1004.760009765625,996.9210205078125,999.1810302734375,67530000,BULL,MEDIUM,CHOPPY,0.6956498537592983,-0.005245638777002459,0.21262187083199202,0.4524212761676528,64.74911724009533,14.209843667946283,,1
2017-02-13 00:00:00+00:00,998.885009765625,1002.0999755859375,976.0020141601562,990.6420288085938,100607000,BULL,MEDIUM,CHOPPY,0.6654157590819699,-0.008546000380438512,0.21044418236238105,0.4286398407150687,62.646338017585386,16.408596781226716,,1
2017-02-14 00:00:00+00:00,991.7349853515625,1011.510009765625,986.4710083007812,1004.5499877929688,137946000,BULL,MEDIUM,CHOPPY,0.5976806508726012,0.01403933871158447,0.22238070672319732,0.4298227095489938,57.064649426886845,19.992920794818072,,1
2017-02-15 00:00:00+00:00,1006.2100219726562,1008.8400268554688,1001.5800170898438,1007.47998046875,89759400,BULL,MEDIUM,WEAK,0.7278576075499624,0.0029167216279784025,0.2115920510886311,0.4264436334055593,54.08367289779954,22.616632981988452,,1
2017-02-16 00:00:00+00:00,1007.6500244140625,1033.3699951171875,1007.6500244140625,1027.43994140625,122277000,BULL,MEDIUM,STRONG,0.7412340824924585,0.019811769290158265,0.13161906943801327,0.43092171046212846,53.50407766363644,25.986995273177648,,1
2017-02-17 00:00:00+00:00,1026.1199951171875,1053.1700439453125,1025.6400146484375,1046.2099609375,136474000,BULL,MEDIUM,STRONG,0.7599353133410455,0.01826872673993929,0.18000083847634385,0.43376394464236895,53.64117434683066,28.396769051008416,,1
2017-02-18 00:00:00+00:00,1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,99073504,BULL,MEDIUM,STRONG,0.7775700473401859,0.007847452532812271,0.17278579852348996,0.43193386089245045,52.629565418980064,31.042052687173772,,0
2017-02-19 00:00:00+00:00,1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,77423296,BULL,MEDIUM,STRONG,0.7938026522517756,-0.0062119919530519985,0.17077045133198032,0.4349741886861603,54.887218700581364,33.128963700478344,0.09629914361181859,1
2017-02-20 00:00:00+00:00,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,109478000,BULL,MEDIUM,STRONG,0.80856997314085,0.030643100290290715,0.17161300335816554,0.39511109042533304,59.04087867786736,34.69281933196108,0.12796593279214818,2
2017-02-21 00:00:00+00:00,1079.280029296875,1117.25,1076.9300537109375,1115.300048828125,186868992,BULL,MEDIUM,STRONG,0.822015309443214,0.03270437322740438,0.2061562094178937,0.40806650785175197,61.07995455292999,36.27319628225755,0.16258350794079912,2
2017-02-22 00:00:00+00:00,1114.800048828125,1125.3900146484375,1100.550048828125,1117.43994140625,136100000,BULL,MEDIUM,STRONG,0.8341086774136462,0.0019186698506590272,0.21327399901165434,0.40129708273114767,61.146969138793345,38.1735490095777,0.16302956308854957,2
2017-02-23 00:00:00+00:00,1117.27001953125,1176.6199951171875,1116.9599609375,1166.719970703125,189454000,BULL,MEDIUM,STRONG,0.8015530211967783,0.04410083036306922,0.3069754072670565,0.4316957959910741,88.38735710286744,36.63112259598067,0.2140171342484209,2
2017-02-24 00:00:00+00:00,1172.7099609375,1200.3900146484375,1131.9599609375,1173.6800537109375,330759008,BULL,MEDIUM,STRONG,0.7980992701591566,0.005965512875911516,0.3018584424039108,0.4308212252962352,90.98093115330005,35.8785827860183,0.21719883312266122,2
2017-02-25 00:00:00+00:00,1170.4100341796875,1174.8499755859375,1124.5899658203125,1143.8399658203125,139960992,BULL,MEDIUM,STRONG,0.8008386238712589,-0.025424380176076733,0.24657521763229862,0.4428680505501461,79.0654669012846,35.354721609624534,0.18033649172880795,2
2017-02-26 00:00:00+00:00,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,116486000,BULL,MEDIUM,STRONG,0.801345525035556,0.01867392816288249,0.26686594310614287,0.4459513527372627,82.44113244020215,34.890872393396414,0.1960436974473229,2
2017-02-27 00:00:00+00:00,1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,131570000,BULL,MEDIUM,STRONG,0.7894805354324617,0.012675952755057507,0.28036321609215675,0.4410491867591626,86.11636927417479,33.789704741609036,0.2045582857966243,2
2017-02-28 00:00:00+00:00,1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,184956000,BULL,MEDIUM,STRONG,0.7707360764828057,0.0,0.28327910838762804,0.44138203616224975,85.33839680335461,31.627755614351404,0.19778083278381375,2
2017-03-01 00:00:00+00:00,1180.0400390625,1222.5,1179.68994140625,1222.5,229056992,BULL,MEDIUM,STRONG,0.7671253372310338,0.03604331495955959,0.32825280666736556,0.3295832418947135,87.35576800726143,30.741448361019405,0.23307169623541174,2
2017-03-02 00:00:00+00:00,1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,368275008,BULL,MEDIUM,STRONG,0.7631896880244496,0.023321071382924385,0.28916541916285365,0.32539541806749583,87.72056866946602,30.056068966947525,0.24989560851686682,2
2017-03-03 00:00:00+00:00,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,315739008,BULL,MEDIUM,STRONG,0.7541279853107351,0.019168496080413044,0.28914087641606434,0.32643839945163416,87.93271647866605,29.13906996110606,0.2619980789538697,2
2017-03-04 00:00:00+00:00,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,183270000,BULL,MEDIUM,STRONG,0.7487618520487777,-0.015560879671428163,0.2405119979808572,0.3396934973373369,82.0460202349966,27.54167269460782,0.23184591910708077,2
2017-03-05 00:00:00+00:00,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,134127000,BULL,MEDIUM,STRONG,0.7369871886819984,0.00953668523307627,0.2303210504463482,0.327643409124644,84.40725747436643,25.88693362441167,0.2327362733103295,2
2017-03-06 00:00:00+00:00,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,153656992,BULL,MEDIUM,WEAK,0.7156680786708408,0.004506251151827012,0.22047169072587525,0.32932199687393215,82.99851490422073,24.056307301312074,0.22751875783616468,2
2017-03-07 00:00:00+00:00,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,291256000,BULL,MEDIUM,WEAK,0.7255778665619196,-0.03872466762564919,0.1909787215233325,0.3933235437835046,67.67587928679472,23.33933987324018,0.17112857293185174,2
2017-03-08 00:00:00+00:00,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,332603008,BULL,MEDIUM,WEAK,0.7448075383346273,-0.06010431756597667,0.10773970327560911,0.4909367632110255,54.31167591725679,22.28896737789595,0.09566154570112954,2
2017-03-09 00:00:00+00:00,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,212283008,BULL,MEDIUM,STRONG,0.7503303236185123,0.033469556725543415,0.11979084898762782,0.5024143800660329,52.967640504482254,25.243183752498446,0.12585673697098088,2
2017-03-10 00:00:00+00:00,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,563795968,BULL,MEDIUM,STRONG,0.7937981518375722,-0.06038756751926588,0.050467069077949844,0.5783219383485193,43.401287508127886,26.31560923433048,0.05352473568902403,2
2017-03-11 00:00:00+00:00,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,283320000,BULL,MEDIUM,STRONG,0.7970814869153434,0.052931788543501,0.18247190594680052,0.6137133889639546,53.47060982993797,26.999601785669494,0.10344334903169641,2
2017-03-12 00:00:00+00:00,1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,227176000,BULL,MEDIUM,STRONG,0.8020677412934925,0.03873863613830775,0.23537181215345804,0.6208222564833915,55.79104245483516,27.957805225441554,0.13978031080796122,2
2017-03-13 00:00:00+00:00,1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,380276992,BULL,MEDIUM,STRONG,0.8127415592769083,0.008629614878549852,0.2264622718640541,0.6098555085915041,55.402125282339824,29.354796504739898,0.14306140301171585,2
2017-03-14 00:00:00+00:00,1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,245306000,BULL,MEDIUM,STRONG,0.8202693320722565,0.006558831552744948,0.24101635482477035,0.6096579807193679,56.13917081757237,30.315262857023317,0.14378779975391548,2
2017-03-15 00:00:00+00:00,1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,297804992,BULL,MEDIUM,STRONG,0.8198990883580607,0.007749988186743995,0.2614142636916177,0.5849567063106303,52.97265216228538,31.11781184583275,0.14511205637174673,1
2017-03-16 00:00:00+00:00,1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,638568000,BULL,MEDIUM,STRONG,0.8555891339290262,-0.049455372061888436,0.18243001645284962,0.627539546109599,43.54153256590273,33.08218108963953,0.08279912004096496,1
2017-03-17 00:00:00+00:00,1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,706598976,BULL,MEDIUM,STRONG,0.8421301837450682,-0.07373239306348878,0.09206138265580854,0.6968915864785578,34.195481224907226,36.38503084476138,-0.00036696715668355117,1
2017-03-18 00:00:00+00:00,1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640625,621302016,BULL,HIGH,STRONG,0.6999439075675583,-0.11489596679671465,-0.052189861500610446,0.8418791365246928,28.669253252823367,40.028755590040646,-0.11608920288869262,1
2017-03-19 00:00:00+00:00,976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,406648000,BULL,HIGH,STRONG,0.6398717078042403,0.0646137137658247,-0.00905169235307135,0.8939812972156523,33.78528081429246,43.80483075132501,-0.06093943347190461,1
2017-03-20 00:00:00+00:00,1037.239990234375,1063.030029296875,1036.6800537109375,1054.22998046875,286529984,BULL,HIGH,STRONG,0.7064621571787173,0.016870179986421707,-0.0001802540435890121,0.8988233970860398,34.86535372526403,48.69339431451473,-0.04742235770445913,1
2017-03-21 00:00:00+00:00,1055.3599853515625,1122.4300537109375,1055.3599853515625,1120.5400390625,337391008,BULL,HIGH,STRONG,0.6950677905917972,0.06289904463186113,0.06935024791618871,0.9289331920174887,43.033047315194636,51.85598257028941,0.008844710731012149,1
2017-03-22 00:00:00+00:00,1120.6500244140625,1120.6500244140625,1014.2100219726562,1049.1400146484375,380840992,BEAR,HIGH,STRONG,0.6517253205416286,-0.06371929777163454,-0.028556053239919166,0.9552540129705437,43.1579907946782,54.476235140207734,-0.05677544132938954,1
2017-03-23 00:00:00+00:00,1050.050048828125,1058.010009765625,1028.9300537109375,1038.5899658203125,248540000,BEAR,HIGH,STRONG,0.7804879223550444,-0.01005590167262882,-0.06877977194425289,0.9476822889756074,39.43062189014046,55.77621272435806,-0.06709187743182779,1
2017-03-24 00:00:00+00:00,1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,491038016,BEAR,HIGH,STRONG,0.7924890274070456,-0.09731457997404602,-0.16101082054448357,1.0201304075064785,37.8660543512581,59.79076340154495,-0.15675218263860555,1
2017-03-25 00:00:00+00:00,936.5399780273438,975.760986328125,903.7130126953125,972.7789916992188,435803008,BEAR,HIGH,STRONG,0.7843358747443041,0.037608767208616944,-0.1662275300619287,1.038969032318565,35.79214806836434,63.41104577073365,-0.12413852725400724,1
2017-03-26 00:00:00+00:00,974.0150146484375,1007.9600219726562,954.1859741210938,966.7249755859375,303668000,BEAR,HIGH,STRONG,0.7860966272817165,-0.006223423989354715,-0.17633006326609213,1.0367644794532016,31.138816805301616,66.48590395384932,-0.1283937889951998,1
2017-03-27 00:00:00+00:00,972.0549926757812,1046.4000244140625,971.9840087890625,1045.77001953125,372535008,BEAR,HIGH,STRONG,0.8001477690471126,0.08176580303762493,-0.08573747134174581,1.1032526865174197,37.4828857751488,68.71500713833876,-0.057439451559558756,0
2017-03-28 00:00:00+00:00,1044.5799560546875,1064.6500244140625,1027.72998046875,1047.1500244140625,326332000,BEAR,HIGH,STRONG,0.7997833338758764,0.0013196064689549036,-0.10131302068721026,1.0764829112433925,36.91446156720954,71.13939681700455,-0.05634873618581993,0
2017-03-29 00:00:00+00:00,1046.0799560546875,1055.1300048828125,1015.8800048828125,1039.969970703125,298457984,BEAR,HIGH,STRONG,0.8062783922137169,-0.006856757430679705,-0.11864708719373285,1.0638538316332338,35.72813660533002,72.78492680427105,-0.06245785457072078,0
2017-03-30 00:00:00+00:00,1042.2099609375,1049.2900390625,1020.0399780273438,1026.4300537109375,352968992,BEAR,HIGH,STRONG,0.7886419636732231,-0.013019526884062937,-0.13012188513636114,1.035471147216709,38.24090252657487,72.84512575218814,-0.0740525068257245,0
2017-03-31 00:00:00+00:00,1026.6400146484375,1074.9200439453125,1026.6400146484375,1071.7900390625,447287008,BEAR,HIGH,STRONG,0.7136255269190629,0.044191988716200115,-0.12328013164621676,1.0270769837686071,47.79183416521038,72.18495209403399,-0.03448147466538273,0
2017-04-01 00:00:00+00:00,1071.7099609375,1091.719970703125,1061.0899658203125,1080.5,289633984,BEAR,HIGH,STRONG,0.6824526050477825,0.008126555220758114,-0.13629787806219862,1.0112585748111773,60.135672076756286,70.61320455350948,-0.02824283225594465,0
2017-04-02 00:00:00+00:00,1080.6099853515625,1107.5899658203125,1075.449951171875,1102.1700439453125,514187008,BEAR,HIGH,STRONG,0.6683702055451359,0.020055570518567878,-0.13554612005800448,1.015331849906224,56.74511510424165,68.57156594845246,-0.010492951693969702,0
2017-04-03 00:00:00+00:00,1102.949951171875,1151.739990234375,1102.949951171875,1143.81005859375,580444032,BEAR,HIGH,STRONG,0.6700358499550841,0.03778002757122989,-0.08870650014311154,1.0303226495957576,58.796709744779854,65.13073687979957,0.02423082362142417,0
2017-04-04 00:00:00+00:00,1145.52001953125,1156.43994140625,1120.52001953125,1133.25,436310016,BEAR,HIGH,STRONG,0.6477327517165743,-0.009232353321610876,-0.10564902742680404,1.029594765449169,51.40157188198043,64.19511129105666,0.012189649254224989,1
2017-04-05 00:00:00+00:00,1134.1400146484375,1135.0899658203125,1113.6300048828125,1124.780029296875,414784000,BEAR,HIGH,STRONG,0.6454425586303792,-0.007474053124310598,-0.11631555814157124,1.0089830276734133,59.68531778954996,63.035679280455426,0.002471454637628633,1
2017-04-06 00:00:00+00:00,1125.81005859375,1188.3699951171875,1125.81005859375,1182.6800537109375,511222016,BEAR,HIGH,STRONG,0.6419736903178763,0.05147675359266213,-0.033394890275000866,0.9777632128608871,66.45472568765928,60.58913959496369,0.05079382640900942,1
2017-04-07 00:00:00+00:00,1178.93994140625,1186.5799560546875,1163.3900146484375,1176.9000244140625,317022016,BEAR,HIGH,STRONG,0.6909865613156364,-0.004887229879914523,0.02339132557744561,0.8188790518407275,84.94107949884433,55.94657418277077,0.04288858757257267,1
2017-04-08 00:00:00+00:00,1172.6500244140625,1184.97998046875,1162.5799560546875,1175.949951171875,209312000,BEAR,MEDIUM,STRONG,0.7979841011381544,-0.0008072675864378986,-0.010551236582166834,0.7825555731978644,82.95670401376898,50.87263795593753,0.03965617985489358,1
2017-04-09 00:00:00+00:00,1176.5699462890625,1197.2099609375,1171.8599853515625,1187.8699951171875,242343008,BEAR,MEDIUM,STRONG,0.6578029827123834,0.010136523185730661,0.06371339841738832,0.7814726823971399,85.20237840778812,45.46471551165737,0.04772241081638089,1
2017-04-10 00:00:00+00:00,1187.300048828125,1190.3399658203125,1179.0400390625,1187.1300048828125,215883008,BEAR,MEDIUM,STRONG,0.777489943914572,-0.0006229555737722325,0.009610274657434692,0.7398626591339263,79.97452987692029,40.96660534652553,0.04450380245115132,1
2017-04-11 00:00:00+00:00,1187.4599609375,1208.0699462890625,1187.4599609375,1205.010009765625,216182000,BEAR,MEDIUM,STRONG,0.6799752922934443,0.015061539013646152,-0.013402868109633204,0.6759152535406402,81.28416139977733,36.8447906571377,0.05790806053742247,1
2017-04-12 00:00:00+00:00,1204.81005859375,1207.1400146484375,1196.760009765625,1200.3699951171875,288702016,BEAR,MEDIUM,STRONG,0.6410086026825336,-0.0038506025766043006,-0.025610467970862527,0.6733248230550647,82.11081433113314,32.814394204300065,0.05226271205811975,1
2017-04-13 00:00:00+00:00,1201.02001953125,1205.8900146484375,1156.43994140625,1169.280029296875,351968992,BEAR,MEDIUM,STRONG,0.5411529584816513,-0.02590031902395007,-0.05703223443800398,0.5077965750262853,76.71989058386477,28.06940315394321,0.024078011893191937,1
2017-04-14 00:00:00+00:00,1170.3299560546875,1190.800048828125,1159.7900390625,1167.5400390625,254827008,BEAR,MEDIUM,WEAK,0.5038115748490418,-0.001488086848982828,-0.065676448852938,0.4964202603597389,71.40236947944578,23.986766765040805,0.022539406467178967,1
2017-04-15 00:00:00+00:00,1167.300048828125,1188.0,1164.9599609375,1172.52001953125,203559008,BEAR,MEDIUM,WEAK,0.6352335423869175,0.004265361616847763,-0.012872461343358177,0.492050289543973,70.91742447197814,20.50583044416345,0.026921773149701997,1
2017-04-16 00:00:00+00:00,1172.6099853515625,1187.219970703125,1172.6099853515625,1182.93994140625,183231008,BULL,MEDIUM,CHOPPY,0.4760025053271837,0.008886775237463063,0.07517515647252382,0.3716190549623091,69.34978327278853,17.298201420754566,0.03533869851930947,1
2017-04-17 00:00:00+00:00,1183.25,1194.9000244140625,1172.6500244140625,1193.9100341796875,253206000,BULL,MEDIUM,CHOPPY,0.48147027155877725,0.009273583881525216,0.22600942122718126,0.3711004775114519,64.06985234880923,16.598598644582722,0.0444151220226121,2
2017-04-18 00:00:00+00:00,1193.77001953125,1217.5699462890625,1193.77001953125,1211.6700439453125,270524000,BULL,MEDIUM,CHOPPY,0.5996875705494688,0.014875500881293524,0.16873088272729908,0.3673809111080569,71.16713355699258,13.29689939031452,0.05936378077797939,2
2017-04-19 00:00:00+00:00,1212.1300048828125,1215.510009765625,1205.0799560546875,1210.2900390625,288060992,BULL,MEDIUM,CHOPPY,0.6457022116035513,-0.0011389279529591123,0.148032271406624,0.35780156425738757,73.99942168252015,10.410706973015595,0.05759652835209942,2
2017-04-20 00:00:00+00:00,1211.0799560546875,1240.7900390625,1208.4100341796875,1229.0799560546875,315108000,BULL,MEDIUM,CHOPPY,0.6491461456622527,0.015525135616866192,0.09686393453909736,0.3219286148164592,66.68580599394565,9.777826815018031,0.07389236432542572,2
