step,date_main,price_main,action_main,action_name_main,prob_hold_main,prob_buy_main,prob_sell_main,confidence_main,value_estimate_main,portfolio_value_main,cash_main,position_value_main,position_quantity_main,rsi_14_main,macd_main,sma_20_main,sma_50_main,bb_position_main,date_other,price_other,action_other,action_name_other,prob_hold_other,prob_buy_other,prob_sell_other,confidence_other,value_estimate_other,portfolio_value_other,cash_other,position_value_other,position_quantity_other,rsi_14_other,macd_other,sma_20_other,sma_50_other,bb_position_other,disagreement,price_change_next_5d,main_was_right
10,2024-08-30,59119.4765625,1,BUY,0.3134742,0.46576592,0.22075981,0.46576592,0.14230674505233765,99673.85516698539,89993.08152241366,9680.773644571724,0.1630084251699893,50.70815722992998,-242.96318082920334,60221.4146484375,62057.573046875,0.3650627658451137,2024-08-30,59119.4765625,0,HOLD,0.3873902,0.32657042,0.28603935,0.3873902,0.3460906445980072,100000.0,100000.0,0.0,0.0,50.70815722992998,-242.96318082920334,60221.4146484375,62057.573046875,0.3650627658451137,True,-0.019417247356485312,False
11,2024-08-31,58969.8984375,1,BUY,0.34037402,0.45056042,0.20906559,0.45056042,0.2316390573978424,99629.05799319794,88995.78467893331,10633.273314264627,0.17986074864893856,48.35540753330186,-347.4692775108924,60233.9353515625,62078.98171875,0.34453166651148354,2024-08-31,58969.8984375,2,SELL,0.3596538,0.27317902,0.3671672,0.3671672,0.26902157068252563,100000.0,100000.0,0.0,0.0,48.35540753330186,-347.4692775108924,60233.9353515625,62078.98171875,0.34453166651148354,True,-0.04764142775703761,False
12,2024-09-01,57325.48828125,1,BUY,0.3031677,0.48752615,0.20930617,0.48752615,0.1333279311656952,99601.15873810633,87998.76710978917,11602.391628317162,0.19675108717736906,46.40818483805161,-556.565527802697,60132.483984375,62040.852421875,0.17011662122793464,2024-09-01,57325.48828125,1,BUY,0.35504124,0.37146375,0.273495,0.37146375,0.03558380901813507,100000.0,100000.0,0.0,0.0,46.40818483805161,-556.565527802697,60132.483984375,62040.852421875,0.17011662122793464,False,-0.05890458984724356,False
13,2024-09-02,59112.48046875,1,BUY,0.3135339,0.44576505,0.2407011,0.44576505,0.2128569781780243,99276.62647590612,87004.99814107566,12271.628334830453,0.214069320694199,48.8731367512776,-571.4926658911136,60057.6296875,62007.346171875,0.3893741843341667,2024-09-02,59112.48046875,0,HOLD,0.35625428,0.3210435,0.3227022,0.35625428,0.26947280764579773,99999.0,98999.0,1000.0,0.017444247401675942,48.8731367512776,-571.4926658911136,60057.6296875,62007.346171875,0.3893741843341667,True,-0.08412424803217122,False
14,2024-09-03,57431.0234375,1,BUY,0.32854646,0.47175375,0.19969974,0.47175375,0.09109456092119217,99658.17008790329,86007.40988261317,13650.76020529012,0.2309285635967626,45.63165783468278,-710.8083045969543,59992.3173828125,61858.56359375,0.20861239289897654,2024-09-03,57431.0234375,0,HOLD,0.38918594,0.3536417,0.2571724,0.38918594,-0.10372242331504822,100030.17273382361,98999.0,1031.1727338236121,0.017444247401675942,45.63165783468278,-710.8083045969543,59992.3173828125,61858.56359375,0.20861239289897654,True,-0.04508812269501006,False
15,2024-09-04,57971.5390625,1,BUY,0.3158682,0.45094332,0.23318855,0.45094332,0.17276525497436523,99268.88093219075,85013.71844756759,14255.162484623153,0.24821362447313,40.28197078577714,-768.740298687313,60012.889453125,61716.05140625,0.2653990952425721,2024-09-04,57971.5390625,1,BUY,0.3605205,0.3765177,0.26296175,0.3765177,-0.0029746443033218384,100000.8409813752,98999.0,1001.8409813751995,0.017444247401675942,40.28197078577714,-768.740298687313,60012.889453125,61716.05140625,0.2653990952425721,False,-0.016421918783691924,False
16,2024-09-05,56160.48828125,1,BUY,0.32630607,0.46776754,0.2059264,0.46776754,0.15231817960739136,99402.0502441136,84018.69397437928,15383.356269734324,0.26536049445141163,37.93934074921091,-949.8393273343318,59876.20859375,61556.8853125,0.10127285012752552,2024-09-05,56160.48828125,1,BUY,0.3419513,0.43706164,0.22098711,0.43706164,-0.15224935114383698,100009.26976696348,97997.89719860468,2011.3725683587927,0.03469586284728962,37.93934074921091,-949.8393273343318,59876.20859375,61556.8853125,0.10127285012752552,False,0.026499460773863337,True
17,2024-09-06,53948.75390625,1,BUY,0.2466684,0.48215795,0.2711737,0.48215795,0.30583521723747253,98920.47969863536,83028.4900705569,15891.989628078454,0.28297456297907986,18.29519636838242,-1257.3363018887248,59599.69765625,61356.3790625,-0.02693156829917355,2024-09-06,53948.75390625,1,BUY,0.29287946,0.56849235,0.13862823,0.56849235,0.26494938135147095,99945.43433310976,96997.43339629222,2948.0009368175433,0.052492437780349156,18.29519636838242,-1257.3363018887248,59599.69765625,61356.3790625,-0.02693156829917355,False,0.06291930254123534,True
18,2024-09-07,54139.6875,1,BUY,0.3071598,0.49304196,0.19979818,0.49304196,0.3623638451099396,98293.63218429263,82044.56097310116,16249.071211191458,0.3011945602938012,18.834420909004038,-1468.6929462474145,59382.4837890625,61104.9696875,0.05414127912774664,2024-09-07,54139.6875,1,BUY,0.3262731,0.48971555,0.1840114,0.48971555,0.146219402551651,99828.33671069337,95998.14175290175,3830.194957791631,0.0709969124485728,18.834420909004038,-1468.6929462474145,59382.4837890625,61104.9696875,0.05414127912774664,False,0.07364882220182745,True
19,2024-09-08,54841.56640625,1,BUY,0.29117668,0.5086949,0.20012847,0.5086949,0.3649044930934906,98350.15683270403,81060.06605825665,17290.090774447377,0.3193607420517043,21.50194424389811,-1561.558177126768,59149.889453125,60858.528046875,0.1536271565577273,2024-09-08,54841.56640625,1,BUY,0.3482977,0.44841456,0.2032878,0.44841456,0.0149620920419693,99840.89398740827,94998.72440991436,4842.169577493914,0.08943844711874102,21.50194424389811,-1561.558177126768,59149.889453125,60858.528046875,0.1536271565577273,False,0.10447794894397866,True
20,2024-09-09,57019.53515625,1,BUY,0.31235367,0.4583143,0.229332,0.4583143,0.2661591172218323,98573.32365794046,80073.3372211523,18499.986436788164,0.33733512095088186,33.13715335843574,-1442.7792049994605,59050.2265625,60635.82828125,0.33862674344720095,2024-09-09,57019.53515625,1,BUY,0.35153338,0.40378365,0.24468297,0.40378365,0.09798429906368256,99902.66991015921,93998.68868375641,5903.981226402802,0.10765522601356545,33.13715335843574,-1442.7792049994605,59050.2265625,60635.82828125,0.33862674344720095,False,0.05236075547299057,True
21,2024-09-10,57648.7109375,1,BUY,0.3185982,0.4561412,0.22526059,0.4561412,0.2037094533443451,99307.03592935886,79079.26385076571,20227.772078593145,0.35475161316491277,43.65947842486252,-1283.0861678769288,58873.9025390625,60437.0975,0.40180552854490337,2024-09-10,57648.7109375,0,HOLD,0.3774054,0.33568287,0.2869118,0.3774054,0.2593151926994324,100136.13825679467,92996.31591607822,7139.822340716443,0.1252171263962652,43.65947842486252,-1283.0861678769288,58873.9025390625,60437.0975,0.40180552854490337,True,0.02661160978366417,True
22,2024-09-11,57343.171875,1,BUY,0.32838622,0.45183823,0.21977553,0.45183823,0.1490597128868103,99529.24175035107,78082.96617786797,21446.275572483093,0.3720165676511679,44.17567153607648,-1167.7219623777637,58721.9654296875,60265.4075,0.38937737090024394,2024-09-11,57343.171875,0,HOLD,0.3681004,0.33405504,0.29784462,0.3681004,0.22080856561660767,100214.92184012092,92996.31591607822,7218.605924042694,0.1252171263962652,44.17567153607648,-1167.7219623777637,58721.9654296875,60265.4075,0.38937737090024394,True,0.014811457227225544,True
23,2024-09-12,58127.01171875,1,BUY,0.32744026,0.44003126,0.2325285,0.44003126,0.16426104307174683,99414.58200127489,77087.81626053604,22326.76574073885,0.38935351866143786,45.76327991334945,-1001.5009937544673,58423.5982421875,60120.505078125,0.4739719356386459,2024-09-12,58127.01171875,0,HOLD,0.37294734,0.33466813,0.2923845,0.37294734,0.2731530964374542,100176.66311671285,92996.31591607822,7180.347200634635,0.1252171263962652,45.76327991334945,-1001.5009937544673,58423.5982421875,60120.505078125,0.4739719356386459,True,0.03753035429217344,True
24,2024-09-13,60571.30078125,1,BUY,0.31057933,0.4622821,0.22713856,0.4622821,0.14997345209121704,99718.77560477797,76089.62133478296,23629.154269995008,0.4065090148505426,54.255212210486505,-664.871751314502,58243.213671875,60016.3865625,0.7268902223690906,2024-09-13,60571.30078125,0,HOLD,0.38070458,0.25503492,0.3642605,0.38070458,0.3677578270435333,100274.81328950213,92996.31591607822,7278.497373423907,0.1252171263962652,54.255212210486505,-664.871751314502,58243.213671875,60016.3865625,0.7268902223690906,True,0.017803462899773415,True
25,2024-09-14,60005.12109375,1,BUY,0.33508015,0.45407352,0.21084633,0.45407352,0.09022293239831924,100711.39401957336,75081.49019933568,25629.903820237683,0.4231360972880326,52.96184692949939,-438.7193369947054,58026.792578125,59858.247734375,0.7271167801558575,2024-09-14,60005.12109375,2,SELL,0.3490812,0.28238848,0.36853027,0.36853027,0.5378277897834778,100580.8801419902,92996.31591607822,7584.564225911979,0.1252171263962652,52.96184692949939,-438.7193369947054,58026.792578125,59858.247734375,0.7271167801558575,True,0.04891809038955075,True
26,2024-09-15,59182.8359375,1,BUY,0.3362046,0.44039944,0.22339599,0.44039944,0.088979072868824,100470.81823801128,74075.7672515437,26395.050986467584,0.4398799719982039,55.57633456811176,-322.13014351628954,57841.9013671875,59685.637734375,0.6782618814349708,2024-09-15,59182.8359375,2,SELL,0.33884025,0.24279247,0.41836724,0.41836724,0.5674703121185303,100502.47107966509,100502.47107966509,0.0,0.0,55.57633456811176,-322.13014351628954,57841.9013671875,59685.637734375,0.6782618814349708,True,0.06775850736917888,True
27,2024-09-16,58192.5078125,1,BUY,0.3318723,0.42766535,0.24046238,0.42766535,0.170284241437912,100108.11037539084,73073.67504576399,27034.43532962685,0.4567951991718773,47.09919134106528,-306.11486921251344,57776.3201171875,59484.370546875,0.5564850625706216,2024-09-16,58192.5078125,0,HOLD,0.3716546,0.2813153,0.34703004,0.3716546,0.38025397062301636,100502.47107966509,100502.47107966509,0.0,0.0,47.09919134106528,-306.11486921251344,57776.3201171875,59484.370546875,0.5564850625706216,True,0.08939865674825787,True
28,2024-09-17,60308.5390625,1,BUY,0.30026713,0.44743797,0.25229496,0.44743797,0.1276998519897461,99654.73668495353,72076.12115600871,27578.61552894482,0.47392038194684605,58.83120482759679,-121.27858741653472,57840.3658203125,59354.143046875,0.8232493495471692,2024-09-17,60308.5390625,0,HOLD,0.38355532,0.24434036,0.37210438,0.38355532,0.3626108169555664,100502.47107966509,100502.47107966509,0.0,0.0,58.83120482759679,-121.27858741653472,57840.3658203125,59354.143046875,0.8232493495471692,True,0.05538472539582595,True
29,2024-09-18,61649.6796875,1,BUY,0.3056416,0.4406468,0.25371164,0.4406468,0.1082836464047432,100656.56044749476,71068.53891010683,29588.021537387933,0.4906108156048144,60.759594921712164,131.90383236569323,57953.4408203125,59263.116328125,0.9472890011245091,2024-09-18,61649.6796875,0,HOLD,0.41454557,0.243901,0.34155345,0.41454557,0.22631368041038513,100502.47107966509,100502.47107966509,0.0,0.0,60.759594921712164,131.90383236569323,57953.4408203125,59263.116328125,0.9472890011245091,True,0.027252714081670293,True
30,2024-09-19,62940.45703125,1,BUY,0.31668937,0.43501705,0.24829358,0.43501705,0.039987899363040924,101313.52539798133,70054.38037928773,31259.145018693598,0.5070447271931513,70.45597151462667,431.7309427236687,58144.48984375,59229.54046875,1.0127936165779967,2024-09-19,62940.45703125,0,HOLD,0.40320703,0.24206732,0.35472566,0.40320703,0.20853126049041748,100502.47107966509,100502.47107966509,0.0,0.0,70.45597151462667,431.7309427236687,58144.48984375,59229.54046875,1.0127936165779967,True,0.021631741855226982,True
31,2024-09-20,63192.9765625,1,BUY,0.32797033,0.42575163,0.24627809,0.42575163,0.05053026229143143,101966.9875640377,69033.68062677419,32933.306937263515,0.5232454368882656,81.63037815241738,681.8622203662599,58355.64375,59186.25,0.9663155111723689,2024-09-20,63192.9765625,2,SELL,0.37725812,0.22930408,0.39343786,0.39343786,0.2759096026420593,100502.47107966509,100502.47107966509,0.0,0.0,81.63037815241738,681.8622203662599,58355.64375,59186.25,0.9663155111723689,True,-0.0007885691410771667,False
32,2024-09-21,63394.83984375,1,BUY,0.32943404,0.44316003,0.22740597,0.44316003,0.008990027010440826,102098.09626531688,68011.66846303674,34086.42780228014,0.5394021560064908,81.64410741574439,886.1665632302174,58659.111328125,59225.84546875,0.9209757624022317,2024-09-21,63394.83984375,2,SELL,0.34029418,0.2392148,0.42049095,0.42049095,0.4186864197254181,100502.47107966509,100502.47107966509,0.0,0.0,81.64410741574439,886.1665632302174,58659.111328125,59225.84546875,0.9209757624022317,True,0.028175474406157086,True
33,2024-09-22,63648.7109375,1,BUY,0.32848886,0.4406324,0.23087868,0.4406324,0.04696395993232727,102206.98175444167,68011.66846303674,34195.313291404935,0.5394021560064908,81.06399353872837,1056.3871292121694,58885.9228515625,59285.2178125,0.8935317230259116,2024-09-22,63648.7109375,2,SELL,0.35771114,0.22726408,0.41502482,0.41502482,0.40299081802368164,100502.47107966509,100502.47107966509,0.0,0.0,81.06399353872837,1056.3871292121694,58885.9228515625,59285.2178125,0.8935317230259116,True,0.033652733785972444,True
34,2024-09-23,63329.80078125,1,BUY,0.32998124,0.43041736,0.23960139,0.43041736,0.06257534772157669,102343.92036975815,68011.66846303674,34332.25190672141,0.5394021560064908,75.61660188361378,1152.2720943209715,59180.86171875,59389.474296875,0.828148915879076,2024-09-23,63329.80078125,2,SELL,0.36715254,0.23115054,0.4016969,0.4016969,0.4070216417312622,100502.47107966509,100502.47107966509,0.0,0.0,75.61660188361378,1152.2720943209715,59180.86171875,59389.474296875,0.828148915879076,True,0.04038932105731963,True
35,2024-09-24,64301.96875,1,BUY,0.32629013,0.43138823,0.24232161,0.43138823,0.08597464114427567,102171.89954390452,68011.66846303674,34160.231080867794,0.5394021560064908,76.27722474107453,1291.8161973199385,59497.383203125,59595.68453125,0.8590883840615966,2024-09-24,64301.96875,2,SELL,0.3571935,0.24474603,0.39806044,0.39806044,0.4226229786872864,100502.47107966509,100502.47107966509,0.0,0.0,76.27722474107453,1291.8161973199385,59497.383203125,59595.68453125,0.8590883840615966,True,0.020735538326732694,True
36,2024-09-25,63143.14453125,0,HOLD,0.39320397,0.38563782,0.22115822,0.39320397,-0.010580122470855713,102696.28904224874,68011.66846303674,34684.620579211994,0.5394021560064908,71.46067090929326,1293.982252620328,59846.516015625,59737.86109375,0.7465487590427008,2024-09-25,63143.14453125,1,BUY,0.25829595,0.6732423,0.06846181,0.6732423,-0.1341596245765686,100502.47107966509,100502.47107966509,0.0,0.0,71.46067090929326,1293.982252620328,59846.516015625,59737.86109375,0.7465487590427008,True,0.0029513175204280984,True
37,2024-09-26,65181.01953125,1,BUY,0.3838136,0.39719966,0.2189868,0.39719966,0.05048859864473343,102071.21676022245,68011.66846303674,34059.548297185705,0.5394021560064908,73.88426206125965,1443.4985950622795,60408.129296875,59940.932265625,0.8680760505480557,2024-09-26,65181.01953125,1,BUY,0.29189235,0.643462,0.06464571,0.643462,0.02233487367630005,100501.4660549543,99496.44134415765,1005.024710796651,0.01591660849736834,73.88426206125965,1443.4985950622795,60408.129296875,59940.932265625,0.8680760505480557,False,-0.06664534783269738,False
38,2024-09-27,65790.6640625,1,BUY,0.37992084,0.39895812,0.22112103,0.39895812,0.049302347004413605,103170.45092889416,68011.66846303674,35158.78246585743,0.5394021560064908,70.17937903747818,1592.8235143394486,60990.678125,60022.5428125,0.8871221465660504,2024-09-27,65790.6640625,1,BUY,0.29641876,0.63168687,0.07189434,0.63168687,-0.011257141828536987,100532.89677447475,98490.09698400156,2042.7997904731844,0.03134040868283437,70.17937903747818,1592.8235143394486,60990.678125,60022.5428125,0.8871221465660504,False,-0.07839834085502018,False
39,2024-09-28,65887.6484375,1,BUY,0.36228347,0.41482016,0.22289637,0.41482016,0.010216191411018372,103499.29450344799,68011.66846303674,35487.626040411255,0.5394021560064908,73.59954365735437,1699.4007828404792,61542.9822265625,60122.693515625,0.8712521385877624,2024-09-28,65887.6484375,1,BUY,0.28215277,0.6374946,0.08035266,0.6374946,-0.16454844176769257,100550.99776320254,97483.57143113637,3067.426332066168,0.04662403664374273,73.59954365735437,1699.4007828404792,61542.9822265625,60122.693515625,0.8712521385877624,False,-0.07783319355545937,False
40,2024-09-29,65635.3046875,1,BUY,0.37054974,0.40304992,0.22640035,0.40304992,-0.03508172556757927,103551.60808442193,68011.66846303674,35539.939621385194,0.5394021560064908,77.12652889630438,1743.4051153374166,61973.770703125,60216.483359375,0.8202759789385698,2024-09-29,65635.3046875,1,BUY,0.2753503,0.6403585,0.08429119,0.6403585,-0.14940916001796722,100554.51401106075,96477.01068027814,4077.503330782603,0.06188570130334002,77.12652889630438,1743.4051153374166,61973.770703125,60216.483359375,0.8202759789385698,False,-0.05435836920369286,False
41,2024-09-30,63329.5,0,HOLD,0.395017,0.38424128,0.22074169,0.395017,-0.17855507135391235,103415.49332161716,68011.66846303674,35403.82485858043,0.5394021560064908,69.44540228695331,1574.0747441844433,62257.81015625,60308.683671875,0.5998761182515807,2024-09-30,63329.5,1,BUY,0.24229878,0.7076696,0.05003162,0.7076696,-0.2850372791290283,100537.89215214706,95470.6163158915,5067.275836255562,0.07720350900146894,69.44540228695331,1574.0747441844433,62257.81015625,60308.683671875,0.5998761182515807,True,-0.019573039124736513,True
42,2024-10-01,60837.0078125,0,HOLD,0.39693412,0.38480607,0.21825986,0.39693412,-0.40665367245674133,102171.73730184979,68011.66846303674,34160.06883881306,0.5394021560064908,51.945013767260825,1224.639039643691,62432.501953125,60338.333515625,0.33714617247052603,2024-10-01,60837.0078125,1,BUY,0.21450643,0.74529356,0.040199973,0.74529356,-0.2708158493041992,100358.87234044063,94466.01395774011,5892.858382700528,0.0930507643783786,51.945013767260825,1224.639039643691,62432.501953125,60338.333515625,0.33714617247052603,True,0.032577955158616057,True
43,2024-10-02,60632.78515625,0,HOLD,0.39791852,0.38475817,0.21732333,0.39791852,-0.4032284915447235,100827.28164208296,68011.66846303674,32815.613179046224,0.5394021560064908,45.91552875721931,920.6173607767778,62557.790625,60338.797890625,0.28849402617158026,2024-10-02,60632.78515625,1,BUY,0.19844475,0.7614187,0.04013646,0.7614187,-0.23712319135665894,100125.94276774627,93463.74324792788,6662.199519818382,0.10950899393920421,45.91552875721931,920.6173607767778,62557.790625,60338.797890625,0.28849402617158026,True,0.026452273235788804,True
44,2024-10-03,60759.40234375,1,BUY,0.39352584,0.39486885,0.21160537,0.39486885,-0.41674986481666565,100717.12350099634,68011.66846303674,32705.4550379596,0.5394021560064908,40.33575191952201,682.0328881798996,62567.195703125,60379.240546875,0.3006479427915657,2024-10-03,60759.40234375,1,BUY,0.19122426,0.7702725,0.038503215,0.7702725,-0.2414824366569519,100102.57751433524,92461.70642664118,7640.871087694059,0.12601880431524992,40.33575191952201,682.0328881798996,62567.195703125,60379.240546875,0.3006479427915657,False,0.022590189391340942,True
45,2024-10-04,62067.4765625,1,BUY,0.39200133,0.39576784,0.21223086,0.39576784,-0.30960559844970703,100784.41323071046,67002.80639797667,33781.60683273379,0.5559897814927853,45.439514625373775,591.6830779466763,62670.3134765625,60469.388125,0.43118332634534573,2024-10-04,62067.4765625,1,BUY,0.19608113,0.76331353,0.040605303,0.76331353,-0.23265045881271362,100117.53247557313,91459.51990469547,8658.012570877665,0.14249667108136507,45.439514625373775,591.6830779466763,62670.3134765625,60469.388125,0.43118332634534573,False,-0.023931615755383162,False
46,2024-10-05,62089.94921875,1,BUY,0.38178557,0.40843514,0.20977929,0.40843514,-0.3460863530635834,101511.68912976963,67002.80639797667,34508.882731792946,0.5559897814927853,44.63463022295262,515.9460530152792,62815.669140625,60533.305,0.41095562763743687,2024-10-05,62089.94921875,1,BUY,0.1854982,0.7685424,0.045959383,0.7685424,-0.28079190850257874,100302.92565798538,90455.47757843576,9847.448079549622,0.1586571361513876,44.63463022295262,515.9460530152792,62815.669140625,60533.305,0.41095562763743687,False,-0.029239019222804696,False
47,2024-10-06,62818.953125,1,BUY,0.3868606,0.40230206,0.21083733,0.40230206,-0.2820761203765869,101524.18369700763,67002.80639797667,34521.37729903095,0.5559897814927853,46.716544985086585,508.8823587326624,63046.99140625,60600.104609375,0.4669210727145139,2024-10-06,62818.953125,1,BUY,0.19210765,0.76091343,0.046978876,0.76091343,-0.3343736231327057,100305.48804035666,89451.40960247203,10854.078437884637,0.1748121648424043,46.716544985086585,508.8823587326624,63046.99140625,60600.104609375,0.4669210727145139,False,-0.005951440809688013,False
48,2024-10-07,62236.66015625,1,BUY,0.38174897,0.39739606,0.22085495,0.39739606,-0.3906666338443756,101929.50241955095,67002.80639797667,34926.69602157427,0.5559897814927853,45.7626333318999,451.098175007166,63143.3974609375,60675.158515625,0.3594253741374388,2024-10-07,62236.66015625,1,BUY,0.19087075,0.77027446,0.03885479,0.77027446,-0.35919666290283203,100431.92246211888,88446.07600529025,11985.846456828636,0.19079984400533795,45.7626333318999,451.098175007166,63143.3974609375,60675.158515625,0.3594253741374388,False,0.015366558533973063,True
49,2024-10-08,62131.96875,1,BUY,0.3923931,0.39324173,0.2143652,0.39324173,-0.3939245045185089,101605.75347909084,67002.80639797667,34602.94708111417,0.5559897814927853,40.98188845281725,392.33349523638753,63167.5119140625,60727.928828125,0.3374367829009876,2024-10-08,62131.96875,1,BUY,0.1809756,0.78013587,0.038888574,0.78013587,-0.29787737131118774,100319.81784630544,87441.86458653455,12877.953259770893,0.20691909282149434,40.98188845281725,392.33349523638753,63167.5119140625,60727.928828125,0.3374367829009876,False,0.011578681063442176,True
50,2024-10-09,60582.1015625,1,BUY,0.3811549,0.40614545,0.21269959,0.40614545,-0.5896042585372925,101547.54612700574,67002.80639797667,34544.73972902907,0.5559897814927853,39.69182401605468,218.1856258121552,63049.594140625,60759.315,0.1359087158134793,2024-10-09,60582.1015625,1,BUY,0.17041951,0.78662103,0.04295941,0.78662103,-0.18354350328445435,100297.15221394601,86437.8800530276,13859.272160918415,0.22306185430376235,39.69182401605468,218.1856258121552,63049.594140625,60759.315,0.1359087158134793,False,0.09019204181721885,True
